proposer_index,slot,declared_client
43783,412804,undecided
68980,643826,undecided
16357,415849,undecided
36900,579084,undecided
7949,611726,undecided
286,581898,undecided
40783,604413,undecided
69027,650067,undecided
75876,466438,undecided
73768,504341,undecided
6441,665501,teku
69653,662459,undecided
44653,649048,lighthouse
3081,646474,undecided
51740,651800,undecided
1943,453269,lighthouse
13100,8894,undecided
11986,106051,lighthouse
55297,612594,undecided
76895,570343,undecided
46248,492229,undecided
13929,539661,undecided
36296,586319,undecided
41093,667760,undecided
39211,586476,undecided
41558,639824,undecided
44708,643238,lighthouse
771,658179,undecided
10605,67896,undecided
48664,631200,undecided
59100,611922,undecided
23146,484113,undecided
11505,94590,undecided
52253,611185,lodestar
55141,658892,undecided
69481,641967,undecided
9104,643138,nimbus
5313,420260,undecided
66720,492193,undecided
14039,641149,undecided
60051,349759,undecided
57607,617902,undecided
5140,653685,undecided
960,624822,undecided
42089,634154,undecided
64491,660414,undecided
39963,612289,undecided
28904,627166,undecided
76394,611451,lighthouse
1455,482367,lighthouse
58039,368888,undecided
38222,669752,undecided
70150,570378,undecided
18915,463956,prysm
17311,530272,undecided
71431,615238,undecided
71486,509510,undecided
70033,655038,undecided
33978,639891,undecided
21524,416136,undecided
14147,646341,undecided
61665,573314,undecided
20589,503264,teku
33510,575578,undecided
47784,455720,prysm
8621,644096,nimbus
21017,299273,lighthouse
31368,212681,prysm
48712,590911,undecided
5774,657534,teku
59264,610106,undecided
25347,640222,undecided
6951,74302,undecided
16638,402415,undecided
53740,395881,undecided
38739,656711,undecided
32653,323848,lighthouse
45116,612852,lighthouse
59151,649692,undecided
16395,61775,prysm
49698,659778,undecided
17669,553876,prysm
18901,310766,prysm
49929,545154,undecided
69095,583063,undecided
41792,618865,undecided
54583,387954,undecided
8331,100903,undecided
44272,457473,undecided
42043,663212,undecided
56999,521387,undecided
60509,346161,undecided
8712,84290,undecided
28209,626165,prysm
6559,570449,teku
30314,663439,undecided
35906,491200,lighthouse
25404,605696,prysm
46292,489801,undecided
40806,632238,undecided
23997,663823,undecided
35069,623669,undecided
39846,610402,nimbus
6219,422593,teku
51868,583125,undecided
29756,463250,undecided
64757,668428,undecided
790,571573,undecided
26982,639853,prysm
41123,582421,undecided
62430,502872,undecided
23945,590865,undecided
28126,640988,prysm
3968,9581,undecided
24203,546875,prysm
20786,543561,lighthouse
28917,482221,undecided
35887,302502,lighthouse
79298,597842,undecided
59554,658660,undecided
76777,659447,undecided
43674,605601,undecided
37976,649136,undecided
53568,475944,undecided
13863,618834,undecided
62299,437279,undecided
37476,622431,undecided
67241,483779,undecided
76469,635172,lighthouse
64734,566772,undecided
34901,327159,undecided
2875,636044,undecided
36109,584975,undecided
69494,597006,undecided
33394,551346,undecided
16714,616786,undecided
16306,406084,undecided
34559,210147,lighthouse
356,627754,undecided
48716,623092,undecided
74769,586043,undecided
16965,334983,lighthouse
45483,660361,undecided
57438,601479,prysm
33069,467767,undecided
22691,508822,undecided
29996,613704,undecided
62841,518898,undecided
13817,468778,undecided
1170,451651,lighthouse
47248,513047,undecided
24032,641029,undecided
80775,503549,undecided
7966,581963,undecided
49272,487704,prysm
28102,453684,prysm
51867,655255,undecided
11487,3806,undecided
28284,405704,prysm
17869,543600,prysm
24942,615127,undecided
64811,655898,undecided
61182,395902,undecided
25072,645589,undecided
9699,643572,prysm
4500,669827,undecided
25209,645213,undecided
42400,635651,lighthouse
11448,29761,undecided
72591,604956,undecided
16015,400191,undecided
36658,660776,undecided
20309,650189,lighthouse
45140,615135,lighthouse
85,661678,undecided
19285,365799,undecided
75472,626370,undecided
44712,569302,lighthouse
46070,552856,undecided
49437,590963,undecided
9413,391175,nimbus
65149,638647,undecided
69046,629138,undecided
43185,659527,prysm
50843,662965,undecided
27075,626327,prysm
67898,640646,undecided
16595,68532,undecided
15157,543377,prysm
22440,623820,lighthouse
53567,651052,undecided
20510,516945,teku
18260,604350,undecided
15916,473903,prysm
1442,407146,lighthouse
24610,660996,undecided
23200,356571,undecided
24087,423681,undecided
5694,448926,teku
45130,655557,lighthouse
18049,660868,undecided
2899,643200,undecided
39431,587885,prysm
26466,361562,undecided
48990,648415,undecided
4657,166083,undecided
18614,487610,undecided
37377,644594,undecided
1583,492955,lighthouse
55330,465897,undecided
10918,274561,teku
6548,634085,teku
57888,392304,undecided
80801,603385,undecided
1263,515056,lighthouse
28622,478742,undecided
27607,234026,undecided
77035,542126,undecided
5038,581816,undecided
74940,642312,undecided
30345,435115,lighthouse
7930,650005,undecided
25244,578512,undecided
51593,540081,undecided
34169,448293,undecided
6169,667914,teku
42011,639176,undecided
69772,651883,undecided
37674,596454,undecided
24835,668056,undecided
19179,555652,prysm
48805,593857,undecided
19634,522908,prysm
61522,447879,undecided
2020,484475,lighthouse
41880,633478,undecided
27520,271253,undecided
46828,623109,prysm
24773,596082,undecided
24883,592258,undecided
32115,337553,undecided
10901,342952,teku
19028,549005,undecided
20064,590120,undecided
18856,455352,prysm
81042,668742,undecided
38858,623638,undecided
8863,189946,nimbus
78192,668421,undecided
52229,663500,lodestar
5771,629311,teku
46977,411948,undecided
1253,508228,lighthouse
34573,208886,lighthouse
45332,422945,lighthouse
52495,621709,undecided
62288,521009,undecided
36361,654782,undecided
10721,309859,undecided
33476,578231,undecided
24951,644530,undecided
43965,634738,undecided
74380,630272,undecided
12785,637781,undecided
15123,571207,undecided
28451,460818,undecided
16796,301784,prysm
11535,75155,undecided
23264,420083,undecided
27180,588636,prysm
29377,635776,lighthouse
43234,656572,prysm
13474,445519,undecided
9704,651226,prysm
24490,625394,undecided
998,425133,undecided
1710,334088,lighthouse
21543,360076,prysm
60041,644269,undecided
7211,507472,undecided
34006,634635,lighthouse
69509,501576,undecided
47275,461616,undecided
12187,106009,lighthouse
32039,389421,undecided
8023,451989,undecided
42630,660994,prysm
18674,666836,undecided
39893,537622,nimbus
13227,445535,undecided
23677,587691,undecided
32862,631175,undecided
57545,658954,undecided
1917,535436,lighthouse
66375,629771,undecided
5867,287157,teku
76096,665214,undecided
64817,622410,undecided
72723,632863,undecided
19413,655224,prysm
44238,656824,undecided
817,646290,undecided
8042,541645,undecided
35936,562027,undecided
60309,356314,undecided
38395,556404,undecided
63077,443370,undecided
4424,662983,undecided
45587,505257,lighthouse
33019,664191,undecided
4220,300562,lighthouse
35360,595073,undecided
19657,454391,undecided
554,620315,undecided
43149,500121,prysm
44305,417058,undecided
21403,480507,undecided
9124,172835,nimbus
1667,391453,lighthouse
22743,498926,prysm
28848,666013,undecided
28051,473235,prysm
21938,451279,prysm
66301,453352,undecided
36394,670439,undecided
40409,590964,undecided
7652,588682,undecided
19454,366896,prysm
59390,527141,undecided
17810,422274,prysm
202,597127,undecided
1580,510265,lighthouse
36330,471978,undecided
54162,665476,lighthouse
5698,409584,teku
49366,483956,teku
60924,628712,undecided
26602,472379,undecided
79574,633526,undecided
39854,656244,nimbus
14021,625562,undecided
50877,628800,undecided
38492,670954,undecided
30191,670536,undecided
28188,477175,undecided
37889,619067,undecided
48566,629333,undecided
60936,428271,undecided
20528,500691,teku
45951,658562,undecided
43091,450687,prysm
13664,211789,prysm
10688,171602,undecided
8442,443914,undecided
18259,154546,undecided
72224,630374,undecided
54722,499497,undecided
69435,657666,undecided
16002,574743,prysm
44,630124,undecided
66349,629730,undecided
4576,648926,teku
1081,508457,lighthouse
28953,123422,undecided
69711,625318,undecided
6278,636355,teku
41958,603097,lighthouse
418,557902,undecided
7030,35018,undecided
5910,439622,teku
35110,566023,undecided
30139,611830,undecided
3245,39368,undecided
12631,3517,undecided
34043,639405,undecided
4607,625818,undecided
44106,508591,undecided
35178,614202,undecided
49653,486104,undecided
22437,670182,lighthouse
30664,491383,undecided
34414,472179,undecided
4944,196161,undecided
33440,618153,undecided
42270,661835,undecided
12341,637045,undecided
76144,655631,undecided
64344,587603,undecided
49276,497423,prysm
2189,74376,undecided
630,654967,undecided
19015,376773,prysm
38521,630212,undecided
8559,176483,nimbus
45879,640030,undecided
17240,457769,lighthouse
37782,566204,undecided
37915,643205,undecided
49547,617098,undecided
3510,68160,undecided
46232,655848,undecided
64231,647813,undecided
17049,454493,lighthouse
68326,480607,prysm
53623,340066,undecided
51207,629306,undecided
69641,649709,undecided
6917,91716,undecided
15421,463574,undecided
55363,668426,undecided
33050,615385,undecided
19103,428259,prysm
46525,644072,undecided
77374,595199,undecided
7109,60426,undecided
55069,380466,undecided
37002,576083,undecided
39184,606388,undecided
28296,376488,prysm
57078,666341,undecided
47494,493921,undecided
118,655552,undecided
52496,563687,undecided
55041,588679,undecided
69357,671780,undecided
20375,487716,undecided
5260,584092,undecided
40351,440569,undecided
36933,635635,undecided
5945,646692,teku
2293,647707,undecided
15177,116245,undecided
36630,336059,undecided
78161,559669,undecided
5160,492832,prysm
19877,422590,lighthouse
70786,665018,prysm
28107,624605,prysm
49644,622483,undecided
36664,665989,undecided
24077,573203,undecided
60088,343614,undecided
44210,410284,undecided
16302,385624,undecided
22753,474258,prysm
28821,506004,undecided
79122,614881,undecided
69404,639665,undecided
50480,331130,prysm
34098,355519,lighthouse
51800,657174,undecided
21191,599934,lighthouse
44495,626051,lighthouse
16036,412701,undecided
5953,656778,teku
6775,571943,undecided
45907,648856,undecided
44118,461400,undecided
48924,639421,undecided
38093,662199,undecided
18568,466630,prysm
3679,38031,undecided
51215,622255,undecided
44287,661138,undecided
79852,668349,undecided
1873,503472,lighthouse
44128,586547,undecided
79207,489685,undecided
15005,301281,undecided
5902,618908,teku
7425,668371,undecided
20255,440201,teku
36622,668504,undecided
43532,609839,undecided
10944,371062,lighthouse
1319,365323,lighthouse
41218,644529,undecided
41151,658639,undecided
29456,365335,undecided
70929,606405,prysm
59306,632093,undecided
10414,99006,undecided
31254,157394,teku
36084,653448,undecided
3975,39350,undecided
7198,625287,undecided
9402,104339,undecided
57050,635306,undecided
4595,652241,teku
70612,488647,undecided
31885,664532,undecided
2067,87169,undecided
15231,61161,undecided
67795,593358,undecided
17884,535271,prysm
44360,622445,undecided
20818,480965,teku
37689,638392,undecided
26992,657208,prysm
1638,483149,lighthouse
8073,589832,undecided
2307,323894,undecided
43202,646626,prysm
35745,617919,undecided
65594,590679,teku
24569,557358,undecided
74232,670738,undecided
29397,659648,lighthouse
35152,490783,lighthouse
53685,423516,undecided
17997,606934,undecided
1001,648656,undecided
38689,531802,lighthouse
49018,669594,undecided
35241,478112,lighthouse
7575,372434,undecided
47947,660454,prysm
70057,649550,undecided
1589,531459,lighthouse
13777,241964,undecided
26136,633785,undecided
71339,652680,undecided
39225,637609,undecided
31600,567313,undecided
25086,511357,undecided
43661,656087,undecided
32836,629213,undecided
8630,446894,nimbus
40044,665099,lighthouse
15920,447462,undecided
29659,660476,undecided
44338,416191,undecided
66401,636653,undecided
23175,499130,undecided
8588,101151,undecided
7257,602525,undecided
71432,656836,undecided
21128,513572,prysm
50839,667633,undecided
40658,650302,undecided
3615,69138,undecided
15160,310901,prysm
50649,620121,undecided
458,610478,undecided
11653,226719,prysm
17229,423485,lighthouse
52894,449278,undecided
29537,572402,undecided
34820,653004,lighthouse
33969,634707,undecided
20663,283439,prysm
45032,446485,lighthouse
22701,628210,lighthouse
21954,228071,lighthouse
33552,658838,undecided
10672,338144,undecided
46437,619058,undecided
79020,520079,undecided
49911,618388,undecided
11814,471661,undecided
39603,654002,undecided
39392,584410,undecided
70501,657697,undecided
72738,658299,undecided
16567,38398,undecided
4569,630887,teku
43353,664533,undecided
679,532031,undecided
16969,456013,lighthouse
48456,654431,undecided
22688,603575,lighthouse
21110,41791,prysm
42830,657124,prysm
51700,550114,undecided
8060,612033,undecided
20929,508404,undecided
27111,631535,prysm
37443,629830,undecided
39955,604847,undecided
8535,444810,nimbus
6104,564238,teku
41818,659870,undecided
69748,649260,undecided
55899,390864,undecided
9223,153921,nimbus
66230,618535,undecided
11261,69576,undecided
54768,642605,undecided
35463,500547,lighthouse
18576,501568,undecided
17637,447618,prysm
63791,398875,undecided
32292,493288,undecided
10449,104499,undecided
14203,665748,undecided
43212,649891,prysm
39147,640244,undecided
57240,661803,undecided
79593,665840,undecided
38049,445340,undecided
23474,344946,undecided
69041,567486,undecided
28023,638241,prysm
38901,641243,undecided
23137,488730,undecided
39308,619585,undecided
40038,413760,undecided
28693,256890,undecided
41730,655680,undecided
42452,665211,prysm
70146,474049,undecided
49394,614970,teku
39689,649402,undecided
29507,598949,undecided
41217,665348,undecided
44189,665617,undecided
18004,578177,undecided
23881,457375,undecided
20982,463421,undecided
65297,599049,undecided
42359,665914,lighthouse
51398,664846,undecided
7424,560488,undecided
26186,409965,undecided
19590,607845,prysm
65120,547369,undecided
2062,494195,lighthouse
23699,669791,undecided
51914,662272,undecided
49190,541597,prysm
29652,626807,undecided
66454,609098,undecided
66757,463941,undecided
36580,670109,undecided
13439,466672,undecided
7702,618864,undecided
4558,635191,undecided
17906,344879,prysm
52094,585478,undecided
50600,351703,undecided
32025,587406,undecided
49936,669372,undecided
17968,497994,prysm
39873,436437,undecided
76457,556603,lighthouse
9215,388101,nimbus
24776,574107,undecided
16068,336359,undecided
19553,450190,prysm
8057,536418,undecided
15596,473105,undecided
30359,374358,prysm
36299,529750,undecided
2856,655678,undecided
11849,374930,undecided
74708,640713,undecided
29797,652752,undecided
16163,670197,undecided
62911,516283,undecided
7756,667748,undecided
4723,249553,undecided
51509,663792,undecided
10643,80152,undecided
50010,583838,undecided
62186,453190,undecided
44830,555915,lighthouse
22098,56137,undecided
2150,71021,undecided
5371,360194,undecided
